query	volume	old_landing_url	new_landing_url	old_page_type	menu_group	category	subcategory	page_level	matched_dimensions	matched_values	reason	source_file
промт для ии фото с подругой	94	/promty-dlya-foto-s-podrugoy/	/promty-dlya-foto-s-podrugoy/	programmatic_L1	Люди и отношения	С подругой	Общие	L1	audience_tag	s_podrugoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото с ребенком	93	/promty-dlya-detskih-foto/	/promty-dlya-detskih-foto/	programmatic_L1	Люди и отношения	Дети	Общие	L1	audience_tag	detskie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт заменить лица на фото	92	/promty-dlya-zameny-lica/	/promty-dlya-zameny-lica/	static_hub	Сценарии	Замена лица	Общие	L1	intent_action=zamena_lica	intent_action=zamena_lica	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото лов из	92	/stil/love-is/	/stil/love-is/	programmatic_L1	Стили	Love Is	Общие	L1	style_tag	love_is	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото с букетом цветов	92	/s-cvetami/	/s-cvetami/	programmatic_L1	Сцены и объекты	С цветами	Общие	L1	object_tag	s_cvetami	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт черно белое фото с ребенком	92	/promty-dlya-detskih-foto/cherno-beloe/	/promty-dlya-detskih-foto/cherno-beloe/	programmatic_L2	Люди и отношения	Дети	Черно-белое	L2	audience_tag+style_tag	detskie+cherno_beloe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для фото девушки портрет	92	/promty-dlya-foto-devushki/portret/	/promty-dlya-foto-devushki/portret/	programmatic_L2	Люди и отношения	Девушки	Портрет	L2	audience_tag+style_tag	devushka+portret	mapped to canonical semantic hub	wordstat_top_queries (1).csv
описание промт на фото девушки	92	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/	programmatic_L1	Люди и отношения	Девушки	Общие	L1	audience_tag	devushka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
черно белое фото нейросеть промт	92	/stil/cherno-beloe/	/stil/cherno-beloe/	programmatic_L1	Стили	Черно-белое	Общие	L1	style_tag	cherno_beloe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото семьи	91	/promty-dlya-semejnogo-foto/	/promty-dlya-semejnogo-foto/	programmatic_L1	Люди и отношения	Семья	Общие	L1	audience_tag	semya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для цветокоррекции фото	90	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт студийное фото мужчина	90	/promty-dlya-foto-muzhchiny/studiynoe/	/promty-dlya-foto-muzhchiny/studiynoe/	programmatic_L2	Люди и отношения	Мужчины	Студийное	L2	audience_tag+style_tag	muzhchina+studiynoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото мужчины в военной форме	90	/promty-dlya-foto-muzhchiny/v-forme/	/promty-dlya-foto-muzhchiny/v-forme/	programmatic_L2	Люди и отношения	Мужчины	В форме	L2	audience_tag+object_tag	muzhchina+v_forme	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для генерации текста по фото	90	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для ии фото с военным	89	/v-forme/	/v-forme/	programmatic_L1	Сцены и объекты	В форме	Общие	L1	object_tag	v_forme	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для фото ии на масленицу	89	/sobytiya/maslenica/	/sobytiya/maslenica/	programmatic_L1	События	Масленица	Общие	L1	occasion_tag	maslenica	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт чтобы сделать фото на паспорт	89	/foto-na-pasport/	/foto-na-pasport/	programmatic_L1	Задачи	На паспорт	Общие	L1	doc_task_tag	na_pasport	mapped to canonical semantic hub	wordstat_top_queries (1).csv
точный и негативный промты для создания фото	88	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото ребенка на масленицу	88	/promty-dlya-detskih-foto/maslenica/	/promty-dlya-detskih-foto/maslenica/	programmatic_L2	Люди и отношения	Дети	Масленица	L2	audience_tag+occasion_tag	detskie+maslenica	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фильтра фото	88	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото 90х	88	/stil/retro/	/stil/retro/	programmatic_L1	Стили	Ретро	Общие	L1	style_tag	retro	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для генерации фото на день рождения	87	/sobytiya/den-rozhdeniya/	/sobytiya/den-rozhdeniya/	programmatic_L1	События	День рождения	Общие	L1	occasion_tag	den_rozhdeniya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для улучшения фото gpt	87	/promty-dlya-uluchsheniya-foto/	/instrumenty/chatgpt/	static_hub	Инструменты	ChatGPT	Общие	L1	intent_action=uluchshenie	intent_action=uluchshenie	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
промт для фото 23 февраля военный	87	/sobytiya/23-fevralya/v-forme/	/sobytiya/23-fevralya/v-forme/	programmatic_L2	События	23 февраля	В форме	L2	occasion_tag+object_tag	23_fevralya+v_forme	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт на коллаж из фото	87	/stil/kollazh/	/stil/kollazh/	programmatic_L1	Стили	kollazh	Общие	L1	style_tag	kollazh	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт чтобы добавить человека на фото	86	/promty-dlya-zameny-lica/	/promty-dlya-zameny-lica/	static_hub	Сценарии	Замена лица	Общие	L1	intent_action=zamena_lica	intent_action=zamena_lica	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для создания картинок по фото	85	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в стиле ссср	85	/stil/sovetskoe/	/stil/sovetskoe/	programmatic_L1	Стили	Советское	Общие	L1	style_tag	sovetskoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото день защитника отечества	84	/sobytiya/23-fevralya/	/sobytiya/23-fevralya/	programmatic_L1	События	23 февраля	Общие	L1	occasion_tag	23_fevralya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото с помощью ии	84	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото со знаменитостью полароид	84	/stil/polaroid/so-znamenitostyu/	/stil/polaroid/so-znamenitostyu/	programmatic_L2	Стили	Полароид	Со знаменитостью	L2	style_tag+object_tag	polaroid+so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для генерации фото на 23 февраля	83	/sobytiya/23-fevralya/	/sobytiya/23-fevralya/	programmatic_L1	События	23 февраля	Общие	L1	occasion_tag	23_fevralya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для обработки фото gemini	83	/promty-dlya-obrabotki-foto/	/instrumenty/gemini/	static_hub	Инструменты	Gemini	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
промт для фото семьи на черном фоне	81	/promty-dlya-semejnogo-foto/	/promty-dlya-semejnogo-foto/	programmatic_L1	Люди и отношения	Семья	Общие	L1	audience_tag	semya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для красивой обработки фото	81	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/krasivye/	static_hub	Сценарии	Обработка фото	Красивые промты	L2	intent_action=obrabotka	intent_action=obrabotka	core semantic page + editorial modifier krasivye	wordstat_top_queries (1).csv
промты для нейросети для обработки фото женские	80	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/	programmatic_L1	Люди и отношения	Девушки	Общие	L1	audience_tag	devushka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото со знаменитостью	80	/so-znamenitostyu/	/so-znamenitostyu/	programmatic_L1	Сцены и объекты	Со знаменитостью	Общие	L1	object_tag	so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
ии промт фото с папой	80	/promty-dlya-foto-s-papoy/	/promty-dlya-foto-s-papoy/	programmatic_L1	Люди и отношения	С папой	Общие	L1	audience_tag	s_papoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для ии фото в зеркале	80	/v-zerkale/	/v-zerkale/	programmatic_L1	Сцены и объекты	В зеркале	Общие	L1	object_tag	v_zerkale	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото через ии	79	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото влюбленной пары	79	/promty-dlya-foto-vlyublennykh/	/promty-dlya-foto-vlyublennykh/	programmatic_L1	Люди и отношения	Влюбленные	Общие	L1	audience_tag	vlyublennykh	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для генерации фото love is	79	/stil/love-is/	/stil/love-is/	programmatic_L1	Стили	Love Is	Общие	L1	style_tag	love_is	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для нейросети для обработки фото пары	79	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
